elementId,publicTitle,assignedPrimaryRenderer,firstVisibleAnalysis,secondaryVisualization,rawOrEntityListPosition,measureCount,measures,dimensionCount,dimensions,units,yearRange,selectors,interpretation,mapLinkage,runtimeReviewResult,runtimeVerified
B-030,산림 이득,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,수관 이득(누적) | 수관 이득(연도별) | 조림지 연간 순증(대리지표),2,기술 | 연도,ha | ha/yr | 1000 ha/yr,1991–2025,측정항목 | 연도,not-required,false,verified-in-production-dom,true
B-031,산림 총면적,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",7,분석대상 국토면적(GFW) | 성(省)별 분석대상 면적 | 성(省)별 수관 면적(2000) | 성(省)별 수관 면적(2010) | 수관 면적(2000) | 수관 면적(2010) | 수관 면적(임계 30%),4,세부 분류 | detail_2 | 기술 | 연도,ha,2000–2010,측정항목 | 세부 분류 | detail_2 | 연도,not-required,true,verified-in-production-dom,true
B-032,수관 피복률,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,성(省)별 수관 피복률 | 수관 피복률,4,세부 분류 | detail_2 | 기술 | 연도,%,2000–2010,측정항목 | 세부 분류 | detail_2 | 연도,not-required,true,verified-in-production-dom,true
B-033,연간 산림손실,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",4,1차림 손실 원인별 | 1차림(primary forest) 손실 | 손실 원인별 수관 손실 | 연간 수관 손실,4,세부 분류 | detail_2 | 기술 | 연도,ha/yr,2001–2025,측정항목 | 세부 분류 | detail_2 | 연도,not-required,true,verified-in-production-dom,true
B-034,탄소 저장량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",20,산림탄소 순플럭스 | 산림탄소 순플럭스 | 산림탄소 임계값별 산림탄소 순플럭스(연평균) | 산림탄소 임계값별 산림탄소 총배출(연평균) | 산림탄소 임계값별 산림탄소 총흡수(연평균) | 산림탄소 임계값별 수관 면적 | 산림탄소 임계값별 지상부 탄소밀도 | 산림탄소 임계값별 지상부 탄소저장량 | 산림탄소 총배출 | 산림탄소 총흡수 | 성(省)별 산림탄소 순플럭스(연평균) | 성(省)별 산림탄소 총배출(연평균) | 성(省)별 산림탄소 총흡수(연평균) | 성(省)별 지상부 탄소밀도 | 성(省)별 지상부 탄소저장량 | 지상부 바이오매스 탄소저장량(총량) | 지상부 탄소 밀도 | 지상부 탄소밀도 | 지상부 탄소저장량 | 지하부,5,분류 | 세부 분류 | detail_2 | 기술 | 연도,Mg CO2e/yr | Mg CO₂e/yr | Mg CO₂/yr | ha | Mg C/ha | Mg C,2000–2025,측정항목 | 세부 분류 | detail_2 | 연도,not-required,true,verified-in-production-dom,true
B-035,LULUCF 관련 면적 변화,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",26,1인당 경작지 면적 | 가경지 비율(농지 대비) | 경작지 비율(농지 대비) | 경작지 비율(육지면적 대비) | 관개 정비면적 비율(경작지 대비) | 농업 총면적(Agriculture) | 농지 단위면적당 농업생산액 | 농지 비율(육지면적 대비) | 산림 비율(육지면적 대비) | 산림 탄소저장량(FAO) | 양식 | 영구 초지 | 영년생 작물 비율(농지 대비) | 유기농 경작지 | 유기농 농지 비율(농지 대비) | 유기농 인증 완료 경작지 | 유기농 인증 완료 농지 | 유기농 인증 완료 영구 초지 | 유기농 전환 | 유기농 전환 영구 초지 | 일년생 작물 재배면적 | 일년생 초지 | 일년생 휴경지 | 자연재생림 비율(산림 대비) | 조림지 비율(산림 대비) | 토지이용 면적,4,분류 | 세부 분류 | 기술 | 연도,ha/cap | % | 1000 ha | USD_PPP/ha | 백만 톤 C,1961–2025,측정항목 | 분류 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
B-036,토지이용 변화율,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,토지이용 변화율 | 토지피복 변화율 | 토지피복 변화율(MODIS),2,세부 분류 | 연도,%/yr,2020–2024,측정항목 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
B-037,토지피복 구성,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",4,토지피복 면적 | 토지피복 면적(CGLS) | 토지피복 면적(MODIS) | 토지피복 면적(WorldCover),2,세부 분류 | 연도,1000 ha,1992–2024,측정항목 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
B-038,바이오매스 자원 가용량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",16,"1인당 도시폐기물 발생량 | 농업잔재 자원량 | 도시폐기물 수거율(참고) | 도시폐기물 중 유기성 자원량(산출) | 도시폐기물 중 음식물 | 도시폐기물 처리경로별 비중 | 도시폐기물(MSW) 자원량 | 바이오매스 | 바이오에너지 발전설비 용량(계통연계, 참고) | 바이오에너지 발전설비 용량(독립계통, 참고) | 사육두수 | 임업잔재 자원량 | 재생에너지 발전량 비중(참고) | 재생에너지 설비용량 비중(참고) | 전기 | 축산폐기물(가축분뇨) 자원량",4,분류 | 세부 분류 | 기술 | 연도,kg/인/일 | Mt/yr | % 인구 | % 중량 | 백만 kW | MW | 두 | % | t/yr,2000–2050,측정항목 | 분류 | 세부 분류 | 기술 | 연도,not-required,false,verified-in-production-dom,true
B-039,수력 잠재량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",15,PDP8 개정 2030 목표 (범위 상한) | PDP8 개정 2030 목표 (범위 하한) | 개발 완료 잠재량 | 개발가능 잠재량(EVN 기준) (범위 상한) | 개발가능 잠재량(EVN 기준) (범위 하한) | 경제적 잠재량 (범위 상한) | 경제적 잠재량 (범위 하한) | 기술적 잠재량 | 설비용량 | 설비용량(참고) | 소수력 잠재량(<30MW) | 수력 잠재량 | 연간 수력 발전량 | 연간 수력 발전량 | 연간 수력 발전량(참고),4,분류 | 세부 분류 | 기술 | 연도,MW | 백만 kW | MW / GWh/yr | TWh/yr | 십억 kWh/yr,1965–2030,측정항목 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
B-040,지열 잠재량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",14,기술 잠재량 | 발전 잠재량 (범위 상한) | 발전 잠재량 (범위 하한) | 심도 1km 지온 | 심도 2km 지온 | 심도 3km 지온 | 온천 | 이론 잠재량 | 지열 발전량 | 지열 발전설비 용량 | 지열 잠재량 | 지열 저류층 온도 | 지온경사(GIS 기반 산출) | 직접이용(열) 잠재량,5,분류 | 세부 분류 | detail_2 | 기술 | 연도,MW | ℃ | 개소 | 십억 kWh/yr | 백만 kW | ℃ / MW | ℃/km | MWt,1980–2026,측정항목 | 분류 | 세부 분류 | detail_2 | 기술 | 연도,not-required,false,verified-in-production-dom,true
B-041,태양광 자원,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",14,"PVOUT 계절변동지수 | PVOUT 계절변동지수 (범위 상한) | PVOUT 계절변동지수 (범위 하한) | 기온(TEMP, PV 성능 보정용) | 산란 일사량(DIF) | 수평면 전일사량 | 수평면 전일사량(GHI) | 실용 발전량 잠재 | 실용 발전량 잠재(PVOUT Level 1) | 실용 발전량 잠재(PVOUT) | 직달 일사량 | 직달 일사량(DNI) | 최적 경사각(OPTA) | 최적경사면 일사량(GTI)",4,세부 분류 | detail_2 | 기술 | 연도,지수 | ℃ | kWh/m²/day | kWh/m²/yr | kWh/kWp/yr | kWh/kWp/day | °,2018–2018,측정항목 | 세부 분류 | detail_2 | 기술,covered,false,verified-in-production-dom,true
B-042,풍력 자원,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",5,평균 풍속(100m) | 풍력 에너지 장미도(방위별 에너지 비중) | 풍력 에너지밀도(100m) | 풍속 장미도(방위별 평균풍속 비중) | 풍향 빈도 장미도,4,세부 분류 | detail_2 | 기술 | 연도,m/s | % | W/m²,2017–2017,측정항목 | 세부 분류 | detail_2,not-required,false,verified-in-production-dom,true
B-043,화석연료 자원량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",13,가채연수(R/P ratio) | 가채연수(R/P) | 석유 확인매장량 | 석유 확인매장량(질량 기준) | 석탄 생산량 | 석탄 확인매장량 | 석탄 확인매장량 | 세계 확인매장량 비중 | 원유 생산량 | 천연가스 생산량 | 천연가스 확인매장량 | 천연가스 확인매장량(tcf 기준) | 확인매장량,4,세부 분류 | detail_2 | 기술 | 연도,년 | 십억 배럴 | 백만 톤 | 1000 t | 백만 단수톤 | % | 천 배럴/일 | 십억 ft³ | 조 m³ (tcm) | 조 ft³ (tcf) | —,1980–2026,측정항목 | 세부 분류 | detail_2 | 기술 | 연도,not-required,false,verified-in-production-dom,true
B-044,핵심 광물 종류,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",4,10개국 기준광물 목록 | 원광 수출규제 대상 광종 | 핵심광물 부존 상태 | 현지조사 결과 반영,3,세부 분류 | 기술 | 연도,— | 해당 여부 | 상태,2026–2026,측정항목 | 세부 분류,not-required,false,verified-in-production-dom,true
B-045,광물자원 국제순위,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",5,세계 매장량 비중 | 세계 매장량 순위 | 세계 생산량 비중 | 세계 생산량 순위 | 원문 위치(광종별 페이지),3,세부 분류 | 기술 | 연도,% | 순위 | 쪽,2026–2026,측정항목 | 세부 분류,covered,false,verified-in-production-dom,true
B-046,광물 매장량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",9,핵심광물 매장량 미수록(리튬 | 확인 매장량 | 확인 매장량 | 확인 매장량 | 확인 매장량 | 확인 매장량 | 확인 매장량 | 확인 매장량 | 확인 매장량,4,분류 | 세부 분류 | 기술 | 연도,t | t (Sb 함량) | t (Sn 함량) | t (W 함량) | t (천연) | t REO | 천 t | 천 t (건조 기준) | 천 t (아파타이트),2026–2026,측정항목 | 세부 분류,not-required,false,verified-in-production-dom,true
B-047,광물 생산량,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",10,광산 생산량 | 광산 생산량 | 광산 생산량 | 광산 생산량 | 광산 생산량 | 광산 생산량 | 광산 생산량 | 광산 생산량 | 생산량 미수록(구리 | 희토류 생산 급감(2024→2025) 사유,4,분류 | 세부 분류 | 기술 | 연도,t (Sn 함량) | t (W 함량) | t (천연) | t REO | 천 t | 천 t (건조) | 천 t (아파타이트) | 천 t (정제) | t | —,2024–2025,측정항목 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
B-048,주요 광산 위치,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,광산 경도 | 광산 위도 | 광종별 주요 광산 수,5,세부 분류 | 레코드 유형 | regionName | 기술 | 연도,도(decimal degrees) | 개소,2016–2022,측정항목 | 세부 분류 | regionName | 연도,not-required,true,verified-in-production-dom,true
C-001,국가 온실가스 감축목표(NDC),evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",20,"2b. BAU 2030 부문별 배출량 (5개 부문) | BAU 배출 시나리오 (총량, 2014~2030 시계열) | NDC-SDG 연계 | 기준정보 (기준연도 | 기준정보 (기준연도 | 무조건부 감축목표 (Unconditional Contribution, 2030) | 무조건부 감축목표 (Unconditional Contribution, 2030) | 무조건부 감축목표 (Unconditional Contribution, 2030) | 원본 링크 (URL) | 이행 재원 수요 (적응 부문 | 이행 재원 수요 (적응 부문 | 이행 재원 수요 (적응 부문 | 이행 재원 수요 (적응 부문 | 이행체계 및 모니터링 (MRV) | 이행체계 및 모니터링 (MRV) | 적응 기여 목표 (Climate Change Adaptation Contribution) | 제출 이력 (제출년도 / 문서) | 조건부 감축목표 (Conditional Contribution, 국제지원 시 2030) | 조건부 감축목표 (Conditional Contribution, 국제지원 시 2030) | 조건부 감축목표 (Conditional Contribution, 국제지원 시 2030)",6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,MtCO₂e | — | 년 | % | 백만 USD | URL | % of GDP | 억 USD | 억 USD(2021-2030 누적) | 년월,2014–2030,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-002,격년투명성보고서(BTR),evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",22,"2016년 부문×가스별 GHG 배출량 | GHG 순배출량 (incl. LULUCF) | GHG 총배출량 (excl. LULUCF) | 가스 종류별 배출량 (2016, 순배출 기준) | 관측 기후변화 추세 (실측) | 관측 기후변화 추세 (실측) | 기후 시나리오 전망 (SSP) | 기후 시나리오 전망 (SSP) | 기후 시나리오 전망 (SSP) | 기후변화 경제적 손실 전망 | 기후재원 (수요 | 보고서 제출 이력 (제출연도 | 보고서 제출 이력 (제출연도 | 보고서 제출 이력 (제출연도 | 보고서 제출 이력 (제출연도 | 부문별 배출량 | 원본 링크 (URL) | 인벤토리 재산정 (2006 IPCC | 적용 GWP(100년) 및 인벤토리 가이드라인 판 | 적용 GWP(100년) 및 인벤토리 가이드라인 판 | 적응 이행 및 NDC 감축 실적 | 적응 이행 및 NDC 감축 실적",7,분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 기술 | 연도,ktCO2e | ktCO₂e | mm/yr | °C/10년 | % | °C | % of GDP/yr | 백만 USD | USD | — | 년 | 년월일 | URL | 배수 | 건,1958–2050,측정항목 | 분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-003,국가적응계획(NAP),evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",29,기후변화 취약성 평가 (부문별 위험도) | 모니터링 | 모니터링 | 모니터링 | 모니터링 | 부문별 취약성 평가 커버리지 | 부문별 취약성 평가 커버리지 | 수립 목적 및 법적 근거 | 수립 목적 및 법적 근거 | 원문 문서 정보 | 이해관계자 참여 및 젠더 | 이해관계자 참여 및 젠더 | 이행 단계 | 적응 과제 구성 (목표별 과제 수) | 적응 우선 분야 | 적응 재원 소요 (2021-2030) | 적응 재원 소요 (2021-2030) | 적응 재원 소요 (2021-2030) | 적응 재원 소요 세부 | 적응 재원 소요 세부 | 적응 재원 소요 세부(NAP Table 5.2) | 적응 재원 소요 세부(NAP Table 5.2) | 적응 조치 목록 | 제출 이력 (국내 승인 및 UNFCCC 등재) | 제출 이력 (국내 승인 및 UNFCCC 등재) | 제출 이력 (국내 승인 및 UNFCCC 등재) | 제출 이력 (국내 승인 및 UNFCCC 등재) | 제출 이력 (국내 승인 및 UNFCCC 등재) | 추진체계(거버넌스),6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,등급(정성) | — | 개 지표 | 공포일 | 주기 | 개 | 정성 목표 | 파일 | 개 절/과제군 | 정성 로드맵 | 개 과제 | 억USD(누적) | 억USD/년 | % of GDP | 10억 USD | 건 | 게재일 | 발표일 | 승인일 | 역할,2020–2050,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-004,장기 저탄소 발전전략,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",25,2030년 부문별 감축 경로 (NCCS 중간목표) | 2030년 부문별 감축 경로 (NCCS 중간목표) | 2030년 부문별 감축 경로 (NCCS 중간목표) | 2050년 부문별 감축 경로 (넷제로 경로) | 2050년 부문별 감축 경로 (넷제로 경로) | 2050년 부문별 감축 경로 (넷제로 경로) | 공정전환(Just Transition) 및 국제 이니셔티브 | 공정전환(Just Transition) 및 국제 이니셔티브 | 공정전환(Just Transition) 및 국제 이니셔티브 | 넷제로 목표 및 배출 정점 | 넷제로 목표 및 배출 정점 | 부문별 탈탄소 전략 (7대 부문 주요 조치) | 산림피복 목표 | 산림피복 목표 | 에너지 전환 목표 (재생에너지 | 에너지 전환 목표 (재생에너지 | 에너지믹스 전망 세부 | 에너지믹스 전망 세부 | 원본 링크 (URL) | 이행체계 및 모니터링(MRV) | 장기 투자 | 장기 투자 | 제출 이력 및 법적 지위 | 제출 이력 및 법적 지위 | 핵심 감축 기술,6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,MtCO2e | MtCO2e(순) | tCO2e/년 이상 | — | 백만 USD | 십억 USD | % | 년 | %(유지) | %(이상) | 십억kWh | URL | 공포일,2022–2050,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-005,기후기술 수요 및 우선기술,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",19,감축 TAP(기술실행계획) 구조 | 감축 부문별 기술이전 장벽 | 감축 우선기술 MCDA 평가점수 | 감축 우선기술 목록 (에너지 | 감축 우선부문 평가 매트릭스 | 감축(Mitigation) 부문 우선순위 선정 (기준 | 결론 및 향후 전망 | 국제지원 프로젝트 아이디어 (감축 6건 | 국제지원 프로젝트 아이디어 (감축 6건 | 부문별 민감도 | 적응 TAP(기술실행계획) 구조 | 적응 부문별 기술이전 장벽 (사회경제 | 적응 우선기술 MCDA 평가점수 | 적응 우선기술 목록 (농업 | 적응 우선부문 평가 매트릭스 | 적응(Adaptation) 부문 우선순위 선정 (기준 | 제출 이력 및 사업 개요 (수행년도 | 제출 이력 및 사업 개요 (수행년도 | 제출 이력 및 사업 개요 (수행년도,6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,— | 점 | 적용시기·규모 | 개 | 개소 | 등급 | 년(완료) | 코드,2010–2012,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-006,파리협정 제6조 양자협력 체계,capability-scorecard,역량 스코어카드,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",18,"UNFCCC 국제 등록부 연동 현황 | 국내 이행 법적 근거 (파리협정 제6.2조 | 국내 이행 법적 근거 (파리협정 제6.2조 | 국내 이행 법적 근거 (파리협정 제6.2조 | 국내 이행 법적 근거 (파리협정 제6.2조 | 국내 탄소 레지스트리 | 상응조정(Corresponding Adjustment, CA) 체계 | 원본 링크 (URL) | 원본 링크 (URL) | 제6.2조 ITMO 이전실적 (Transfer) | 제6.2조 ITMO 이전실적 (Transfer) | 제6.2조 ITMO 이전실적 (Transfer) | 제6.2조 양자협력(ITMO) 협정 체결 현황 | 제6.2조 양자협력(ITMO) 협정 체결 현황 | 제6.2조 양자협력(ITMO) 협정 체결 현황 | 제6.4조(PACM) 이행 | 제6.4조(PACM) 이행 | 총괄",6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,— | 결정일 | 공포일 | 시행일 | 종료일 | URL | % | tCO₂e | 건 | 체결연도 | 체결일,2023–2026,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,not-required,false,verified-in-production-dom,true
C-007,파리협정 비시장 접근,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",12,"NMA 플랫폼 전체 현황 (글로벌 참고지표, GCNMA-8 기준) | NMA 플랫폼 전체 현황 (글로벌 참고지표, GCNMA-8 기준) | NMA 플랫폼 전체 현황 (글로벌 참고지표, GCNMA-8 기준) | NMA별 참여 지위 | NMA별 참여 지위 | NMA별 참여 지위 | NMA별 참여 지위 | 베트남 참여 현황 | 베트남 참여 현황 (Art 6.8 NMA 등록 | 원본 링크 (URL) | 참여 상태 코드 체계 | 플랫폼 역량강화 활동 (글로벌 참고지표, Vietnam 특정 언급 없음)",6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,개 | 개국 | 건 | date | — | URL | 회,2025–2026,측정항목 | 분류 | 세부 분류 | detail_2 | 연도,not-required,false,verified-in-production-dom,true
C-008,국제 기후협력 이니셔티브,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",25,NAZCA 등재 개별 행위자 명부 | NAZCA 등재 행위자 | NAZCA 참여형태(Engagement) 집계 | UNFCCC Party 주요 일자 | 개별 행위자 목록 확보 가능성 | 개별 행위자 목록 확보 가능성 | 기후 분야 (감축 / 적응) | 원본 링크 (URL) | 이니셔티브 명 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 이니셔티브별 국내 이행조치 | 주제 (에너지 / 산림 / 수송 / 도시 등) | 주제 (에너지 / 산림 / 수송 / 도시 등) | 참여 국가 | 참여 국가 | 참여 국가 | 참여 상태 (Active / Completed) | 참여 연도 | 참여 연도,7,분류 | 세부 분류 | detail_2 | 레코드 유형 | 기간 | 기술 | 연도,건 | 일자 | — | URL | % | %(2020년 대비) | MtCO₂ | 만 ha | 백만 tCO₂e | 억 USD | 개 | 개국(베트남 포함),1994–2050,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,not-required,false,verified-in-production-dom,true
C-009,기후변화 법·제도,policy-timeline,정책 타임라인,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",39,GHG 감축 시행령 규정 내용 (Decree 06/2022 | GHG 감축 시행령 규정 내용 (Decree 06/2022 | GHG 감축 시행령 규정 내용 (Decree 06/2022 | GHG 감축 시행령 규정 내용 (Decree 06/2022 | GHG 감축 시행령 규정 내용 (Decree 06/2022 | GHG 인벤토리 대상 | GHG 인벤토리 대상 | 국가기후변화전략 2050 | 국가기후변화전략 2050 | 국가기후변화전략 2050 | 대상 분야 (감축 / 적응 / 에너지 / 산업) | 법령 제 | 법령 제정 | 법령명 | 상태 (시행중 / 폐지 / 계류) | 시행 연도 | 원본 링크 (URL) | 유형 (법률 / 시행령 / 규제 / 인센티브) | 전력법 | 전력법 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 전력부문 개발계획(PDP8) 목표 | 주관 부처 | 지방 법규 문서 유형 | 지방 법규 수집 가능성 | 지방 법규 실례 | 지방행정 통합 | 탄소시장 설립 | 탄소시장 설립 | 탄소시장 설립 | 탄소시장 설립 | 탄소시장 설립 | 환경보호법 핵심 조항,6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,— | 계획 | 업종(3개) | 제도 | 조항 | 6개 부문 | 개소 | %(2030년까지) | %·MtCO₂e | 목표년도 | 일자 | 법령번호 | URL | 구성 | %(2030) | %(2050) | GW(2030 이후) | GW(2030) | MW | MW(2035) | MtCO₂e(2030) | 백만톤CO2e | 개 | 기간 | 기관 | 년,2004–2050,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,not-required,false,verified-in-production-dom,true
C-010,환경 법·제도,policy-timeline,정책 타임라인,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",27,"대기 | 대기 | 법제 개정 현황 | 법제 목록 개요 (환경보호 관련 법령 | 법제 목록 개요 (환경보호 관련 법령 | 법제 목록 개요 (환경보호 관련 법령 | 생물다양성 법제 (생물다양성법 20/2008/QH12 + 국가생물다양성전략 2030) | 생산자책임재활용(EPR) 제도 | 생산자책임재활용(EPR) 제도 (LEP 제54 | 생산자책임재활용(EPR) 제도 (LEP 제54 | 생산자책임재활용(EPR) 제도 (LEP 제54 | 생산자책임재활용(EPR) 제도 (LEP 제54 | 생산자책임재활용(EPR) 제도 (LEP 제54 | 수자원법 (Law on Water Resources, 28/2023/QH15) | 수자원법 (Law on Water Resources, 28/2023/QH15) | 수자원법 (Law on Water Resources, 28/2023/QH15) | 원본 링크 (URL) | 지방 법규 문서 유형 | 지방 법규 수집 가능성 | 지방 법규 실례 | 지방행정 통합 | 환경영향평가(EIA) | 환경영향평가(EIA) | 환경영향평가(EIA) | 환경영향평가(EIA) | 환경영향평가(EIA) | 환경영향평가(EIA)",6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,"건 폐지 | 법령번호 | — | 근거조항 | 시행일 | % | VND | 동/kg, 동/20개비 | 부처 | 장/조 | URL | 개 | % 이상 증가 | 개정조항 | 명 | 신설조항 | 영업일",2008–2027,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-011,치안·안전 정보,score-trend,핵심 지표와 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",17,범죄 통계 (정량지표) | 범죄 통계 (정량지표) | 베트남 여행경보 현황 및 해외 비교 | 베트남 여행경보 현황 및 해외 비교 | 베트남 여행경보 현황 및 해외 비교 | 베트남 여행경보 현황 및 해외 비교 | 베트남 현지 긴급신고 번호 | 성 단위 치안지표 | 성 단위 치안지표 공표 여부 | 여행경보 등급 체계 (외교부 4단계 정의) | 여행경보 등급 체계 (외교부 4단계 정의) | 원본 링크 (URL) | 재외공관 연락처 | 최근 안전공지 (2026-07 기준) | 현지 치안 상황 서술 (OSAC/미 국무부) | 현지 치안 상황 서술 (OSAC/미 국무부) | 현지 치안 상황 서술 (OSAC/미 국무부),5,분류 | 세부 분류 | detail_2 | 기간 | 연도,건/10만명 | 지수 | — | 년월 | 등급 | 등급(1~4) | 전화번호 | 경보색상 | URL | 전화 | 공지일 | OSAC 대미기준 등급 | 위협등급,2011–2026,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
