elementId,publicTitle,category,group,sourceWorkbookExists,packageStatus,dataPresenceStatus,publicStatus,observationRows,populatedObservationRows,missingObservationRows,entityRows,populatedEntityRows,publicPopulatedRows,displayAllowed,downloadAllowed,downloadableRecordCount,downloadRestrictionReason,visualizationRenderer,visualizationStatus,mapMode,mapFeatureCount,sourceOrganizations,sourceReferencePeriod,lastPopulatedYear,limitationCount,userFacingStatus,finalDisposition,acceptanceResult
E-010,연구개발·혁신 역량,E · 협력·실행 기반,E.2.c · 개도국 기술 역량 평가 지표,true,provided,partial-records,public-authorized,30,27,3,0,0,27,true,true,30,,score-benchmark,archetype,country-aggregate,0,World Bank (UNESCO Institute for Statistics 원자료) | World Intellectual Property Organization (WIPO) | 확인필요,2023~2025,2025,0,데이터 제공,populated-and-released,PASS
E-011,기술준비수준,E · 협력·실행 기반,E.2.c · 개도국 기술 역량 평가 지표,true,provided,no-populated-record,data-entry-planned,1,0,1,0,0,0,true,true,1,실제 입력값이 없어 다운로드 자료를 제공하지 않음,status-only,status-only,country-aggregate,0,해당없음 — 공개 원천 부재. 전문가 평가·현장조사로 생성 예정,2026,,0,입력 예정,data-entry-planned-accepted,PASS
E-012,기술인력과 임금,E · 협력·실행 기반,E.2.c · 개도국 기술 역량 평가 지표,true,provided,partial-records,public-authorized,91,88,3,0,0,88,true,true,91,,paired-category-comparison,specialized,country-aggregate,0,"International Labour Organization (ILOSTAT) | 베트남 통계청 National Statistics Office of Viet Nam (NSO) | 베트남 통계청 National Statistics Office of Viet Nam (NSO, 구 GSO) | 베트남 통계청(NSO, 구 GSO) 값의 USD 환산",2023~2024,2024,0,데이터 제공,populated-and-released,PASS
E-013,운영·유지보수 역량,E · 협력·실행 기반,E.2.d · 운영·유지보수 역량,true,provided,no-populated-record,schema-only,5,0,5,0,0,0,true,true,5,실제 입력값이 없어 다운로드 자료를 제공하지 않음,status-only,status-only,country-aggregate,0,출처기관 미확인,2026,,0,입력 양식,schema-only-accepted,PASS
E-014,기후·녹색성장 양자협정,E · 협력·실행 기반,E.3.a · 양자협정 현황,true,provided,actual-records,public-authorized,0,0,0,2,2,2,true,true,2,,policy-timeline,archetype,country-aggregate,0,대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),2023,2026,0,데이터 제공,populated-and-released,PASS
E-015,NDC 파트너십 참여,E · 협력·실행 기반,E.3.b · 기타 협력 체계,true,provided,actual-records,public-authorized,8,8,0,0,0,8,true,true,8,,evidence-matrix,archetype,country-aggregate,0,NDC Partnership,2026,2026,0,데이터 제공,populated-and-released,PASS
E-016,한국 기후기술 성숙도,E · 협력·실행 기반,E.4.a · 한국 기후기술 역량,true,provided,actual-records,public-authorized,0,0,0,4,4,4,true,true,4,,capability-scorecard,archetype,country-aggregate,0,국가녹색기술연구소(NIGT) / 기후기술정보시스템(CTis),2020,2026,0,데이터 제공,populated-and-released,PASS
E-017,한국 기후기술 비교우위,E · 협력·실행 기반,E.4.a · 한국 기후기술 역량,true,provided,actual-records,public-authorized,10,10,0,0,0,10,true,true,10,,evidence-matrix,archetype,country-aggregate,0,국가녹색기술연구소(NIGT) / 기후기술정보시스템(CTis),2020,2020,0,데이터 제공,populated-and-released,PASS
E-018,한국 기업의 현지 진출,E · 협력·실행 기반,E.4.b · 국내 기업 개도국 진출 현황,true,provided,actual-records,public-authorized,0,0,0,21,21,21,true,true,21,,portfolio,archetype,country-aggregate,0,각 기업 공식 웹사이트 및 언론 보도(용역사 취합),2026,2026,0,데이터 제공,populated-and-released,PASS
E-019,한국 기관 현지사무소,E · 협력·실행 기반,E.4.c · 개도국 내 한국 기관 사무소,true,provided,actual-records,public-authorized,0,0,0,9,9,9,true,true,9,,directory,archetype,country-aggregate,0,각 기관 공식 웹사이트(용역사 취합),2026,2026,0,데이터 제공,populated-and-released,PASS
E-020,한국의 공공·민간 지원제도,E · 협력·실행 기반,E.4.d · 한국 공공·민간 지원체계,true,provided,actual-records,public-authorized,0,0,0,33,33,33,true,true,33,,portfolio,archetype,country-aggregate,0,NIGT·과기정통부·한국에너지공단·KIAT·KEITI·KOICA·KOTRA·한국수출입은행 등 각 기관 공식 웹사이트(용역사 취합) | 한국에너지공단·KOTRA·KEITI·KIAT·한국수출입은행·기후에너지환경부 등 공식 공고 및 언론 보도(용역사 취합),2026,2026,0,데이터 제공,populated-and-released,PASS
